time,Alt,Mach,heat_load,Wgt_On_Whl,Aircraft_state
1020.0,10000.0,1.2,4000.0,0.0,4.0
1022.0,10000.0,1.2,4000.0,0.0,4.0
1024.0,10000.0,1.2,4000.0,0.0,4.0
1026.0,10000.0,1.2,4000.0,0.0,4.0
1028.0,10000.0,1.2,4000.0,0.0,4.0
1030.0,10000.0,1.2,4000.0,0.0,4.0
1032.0,10000.0,1.2,4000.0,0.0,4.0
1034.0,10000.0,1.2,4000.0,0.0,4.0
1036.0,10000.0,1.2,4000.0,0.0,4.0
1038.0,10000.0,1.2,4000.0,0.0,4.0
1040.0,10000.0,1.2,4000.0,0.0,4.0
1042.0,10000.0,1.2,4000.0,0.0,4.0
1044.0,10000.0,1.2,4000.0,0.0,4.0
1046.0,10000.0,1.2,4000.0,0.0,4.0
1048.0,10000.0,1.2,4000.0,0.0,4.0
1050.0,10000.0,1.2,4000.0,0.0,4.0
1052.0,10000.0,1.2,4000.0,0.0,4.0
1054.0,10000.0,1.2,4000.0,0.0,4.0
1056.0,10000.0,1.2,4000.0,0.0,4.0
1058.0,10000.0,1.2,4000.0,0.0,4.0
1060.0,10000.0,1.2,4000.0,0.0,4.0
1062.0,10000.0,1.2,4000.0,0.0,4.0
1064.0,10000.0,1.2,4000.0,0.0,4.0
1066.0,10000.0,1.2,4000.0,0.0,4.0
1068.0,10000.0,1.2,4000.0,0.0,4.0
1070.0,10000.0,1.2,4000.0,0.0,4.0
1072.0,10000.0,1.2,4000.0,0.0,4.0
1074.0,10000.0,1.2,4000.0,0.0,4.0
1076.0,10000.0,1.2,4000.0,0.0,4.0
1078.0,10000.0,1.2,4000.0,0.0,4.0
1080.0,10000.0,1.2,4000.0,0.0,4.0
1082.0,10000.0,1.2,4000.0,0.0,4.0
1084.0,10000.0,1.2,4000.0,0.0,4.0
1086.0,10000.0,1.2,4000.0,0.0,4.0
1088.0,10000.0,1.2,4000.0,0.0,4.0
1090.0,10000.0,1.2,4000.0,0.0,4.0
1092.0,10000.0,1.2,4000.0,0.0,4.0
1094.0,10000.0,1.2,4000.0,0.0,4.0
1096.0,10000.0,1.2,4000.0,0.0,4.0
1098.0,10000.0,1.2,4000.0,0.0,4.0
1100.0,10000.0,1.2,4000.0,0.0,4.0
1102.0,10000.0,1.2,4000.0,0.0,4.0
1104.0,10000.0,1.2,4000.0,0.0,4.0
1106.0,10000.0,1.2,4000.0,0.0,4.0
1108.0,10000.0,1.2,4000.0,0.0,4.0
1110.0,10000.0,1.2,4000.0,0.0,4.0
1112.0,10000.0,1.2,4000.0,0.0,4.0
1114.0,10000.0,1.2,4000.0,0.0,4.0
1116.0,10000.0,1.2,4000.0,0.0,4.0
1118.0,10000.0,1.2,4000.0,0.0,4.0
1120.0,10000.0,1.2,4000.0,0.0,4.0
1122.0,10000.0,1.2,4000.0,0.0,4.0
1124.0,10000.0,1.2,4000.0,0.0,4.0
1126.0,10000.0,1.2,4000.0,0.0,4.0
1128.0,10000.0,1.2,4000.0,0.0,4.0
1130.0,10000.0,1.2,4000.0,0.0,4.0
1132.0,10000.0,1.2,4000.0,0.0,4.0
1134.0,10000.0,1.2,4000.0,0.0,4.0
1136.0,10000.0,1.2,4000.0,0.0,4.0
1138.0,10000.0,1.2,4000.0,0.0,4.0
1140.0,10000.0,1.2,4000.0,0.0,4.0
1142.0,10000.0,1.2,4000.0,0.0,4.0
1144.0,10000.0,1.2,4000.0,0.0,4.0
1146.0,10000.0,1.2,4000.0,0.0,4.0
1148.0,10000.0,1.2,4000.0,0.0,4.0
1150.0,10000.0,1.2,4000.0,0.0,4.0
1152.0,10000.0,1.2,4000.0,0.0,4.0
1154.0,10000.0,1.2,4000.0,0.0,4.0
1156.0,10000.0,1.2,4000.0,0.0,4.0
1158.0,10000.0,1.2,4000.0,0.0,4.0
1160.0,10000.0,1.2,4000.0,0.0,4.0
1162.0,10000.0,1.2,4000.0,0.0,4.0
1164.0,10000.0,1.2,4000.0,0.0,4.0
1166.0,10000.0,1.2,4000.0,0.0,4.0
1168.0,10000.0,1.2,4000.0,0.0,4.0
1170.0,10000.0,1.2,4000.0,0.0,4.0
1172.0,10000.0,1.2,4000.0,0.0,4.0
1174.0,10000.0,1.2,4000.0,0.0,4.0
1176.0,10000.0,1.2,4000.0,0.0,4.0
1178.0,10000.0,1.2,4000.0,0.0,4.0
1180.0,10000.0,1.2,4000.0,0.0,4.0
1182.0,10000.0,1.2,4000.0,0.0,4.0
1184.0,10000.0,1.2,4000.0,0.0,4.0
1186.0,10000.0,1.2,4000.0,0.0,4.0
1188.0,10000.0,1.2,4000.0,0.0,4.0
1190.0,10000.0,1.2,4000.0,0.0,4.0
1192.0,10000.0,1.2,4000.0,0.0,4.0
1194.0,10000.0,1.2,4000.0,0.0,4.0
1196.0,10000.0,1.2,4000.0,0.0,4.0
1198.0,10000.0,1.2,4000.0,0.0,4.0
1200.0,10000.0,1.2,4000.0,0.0,4.0
